2026-09-10 08:16:16 | NOT_FOUND  | TMDB_NO_MA | Spider-Man: Far From Home                | Spider-Man: Far From Home                | P:-   B:-   L:-   M:-  
2026-09-10 10:08:57 | NOT_FOUND  | TMDB_NO_MA | Ad Astra: Ku gwiazdom                    | Ad Astra: Ku gwiazdom                    | P:-   B:-   L:-   M:-  
2026-09-10 10:08:57 | NOT_FOUND  | TMDB_NO_MA | Honor wojownika                          | Honor wojownika                          | P:-   B:-   L:-   M:-  
2026-09-10 10:09:00 | NOT_FOUND  | TMDB_NO_MA | Gwiezdny pył                             | Gwiezdny pył                             | P:-   B:-   L:-   M:-  
2026-09-10 10:09:01 | NOT_FOUND  | TMDB_NO_MA | Pełniejsza chata 2: odc.5                | Pełniejsza chata                         | P:-   B:-   L:-   M:-  
2026-09-10 10:09:04 | NOT_FOUND  | TMDB_NO_MA | Che Dio ci aiuti - Fantasmi ep.1         | Che Dio ci aiuti - Fantasmi              | P:-   B:-   L:-   M:-  
2026-09-10 10:09:06 | NOT_FOUND  | TMDB_NO_MA | Il monaco di Monza                       | Il monaco di Monza                       | P:-   B:-   L:-   M:-  
2026-09-10 10:09:06 | NOT_FOUND  | TMDB_NO_MA | A qualsiasi prezzo                       | A qualsiasi prezzo                       | P:-   B:-   L:-   M:-  
2026-09-10 10:09:06 | NOT_FOUND  | TMDB_NO_MA | I lunghi giorni della vendetta           | I lunghi giorni della vendetta           | P:-   B:-   L:-   M:-  
2026-09-10 10:09:06 | NOT_FOUND  | TMDB_NO_MA | Straniero... fatti il segno della croce! | Straniero... fatti il segno della croce! | P:-   B:-   L:-   M:-  
2026-09-10 10:09:08 | NOT_FOUND  | TMDB_NO_MA | Strażnik snów 1 (odc. 1)                 | Strażnik snów                            | P:-   B:-   L:-   M:-  
2026-09-10 10:09:08 | NOT_FOUND  | TMDB_NO_MA | Acceptance                               | Acceptance                               | P:-   B:-   L:-   M:-  
2026-09-10 10:09:10 | NOT_FOUND  | TMDB_NO_MA | Bibliotekarze 2 (odc. 2)                 | Bibliotekarze                            | P:-   B:-   L:-   M:-  
2026-09-10 10:09:11 | NOT_FOUND  | TMDB_NO_MA | Kuchenne rewolucje: Barlinek - Limba: od | Kuchenne rewolucje: Barlinek - Limba     | P:-   B:-   L:-   M:-  
2026-09-10 10:09:11 | NOT_FOUND  | TMDB_NO_MA | Kuchenne rewolucje: Płońsk, Trops: odc.7 | Kuchenne rewolucje: Płońsk, Trops        | P:-   B:-   L:-   M:-  
2026-09-10 10:09:13 | NOT_FOUND  | ELCIN_NO_M | Un posto al sole 30 - p.138              | Un posto al sole 30                      | P:-   B:-   L:-   M:-  
2026-09-10 10:09:13 | NOT_FOUND  | TMDB_NO_MA | Bez śladu 1 (odc. 19)                    | Bez śladu                                | P:-   B:-   L:-   M:-  
2026-09-10 10:09:13 | NOT_FOUND  | TMDB_NO_MA | Kasandra 3 (odc. 2)                      | Kasandra                                 | P:-   B:-   L:-   M:-  
2026-09-10 10:09:14 | NOT_FOUND  | TMDB_NO_MA | Morderstwo w Biot                        | Morderstwo w Biot                        | P:-   B:-   L:-   M:-  
2026-09-10 10:09:16 | NOT_FOUND  | TMDB_NO_MA | Z pamiętnika położnej 13: odc.4          | Z pamiętnika położnej                    | P:-   B:-   L:-   M:-  
2026-09-10 10:09:17 | NOT_FOUND  | TMDB_NO_MA | Brytyjskie fabryki 9: odc.5              | Brytyjskie fabryki                       | P:-   B:-   L:-   M:-  
2026-09-10 10:09:17 | NOT_FOUND  | TMDB_NO_MA | Tajemnice Trójkąta Bermudzkiego: odc.3   | Tajemnice Trójkąta Bermudzkiego          | P:-   B:-   L:-   M:-  
2026-09-10 10:09:18 | NOT_FOUND  | TMDB_NO_MA | Zagadki kryminalne panny Fisher 1 (odc.  | Zagadki kryminalne panny Fisher          | P:-   B:-   L:-   M:-  
2026-09-10 10:09:19 | NOT_FOUND  | TMDB_NO_MA | CSI: Kryminalne zagadki Nowego Jorku: od | CSI: Kryminalne zagadki Nowego Jorku     | P:-   B:-   L:-   M:-  
2026-09-10 10:09:22 | NOT_FOUND  | TMDB_NO_MA | Abbott i Costello - afrykańska przygoda  | Abbott i Costello - afrykańska przygoda  | P:-   B:-   L:-   M:-  
2026-09-10 10:09:22 | NOT_FOUND  | TMDB_NO_MA | Rycząca otchłań                          | Rycząca otchłań                          | P:-   B:-   L:-   M:-  
2026-09-10 10:09:22 | NOT_FOUND  | TMDB_NO_MA | Sherlock Holmes i tajny szyfr            | Sherlock Holmes i tajny szyfr            | P:-   B:-   L:-   M:-  
2026-09-10 10:09:22 | NOT_FOUND  | TMDB_NO_MA | Buster się żeni                          | Buster się żeni                          | P:-   B:-   L:-   M:-  
2026-09-10 10:09:22 | NOT_FOUND  | TMDB_NO_MA | Laleczka                                 | Laleczka                                 | P:-   B:-   L:-   M:-  
2026-09-10 10:09:30 | NOT_FOUND  | TMDB_NO_MA | Ostry dyżur 5: odc.2                     | Ostry dyżur                              | P:-   B:-   L:-   M:-  
2026-09-10 10:09:31 | NOT_FOUND  | TMDB_NO_MA | Gwiezdne wrota 10 (odc. 10)              | Gwiezdne wrota                           | P:-   B:-   L:-   M:-  
2026-09-10 10:09:31 | NOT_FOUND  | TMDB_NO_MA | Kobra - oddział specjalny 14 (odc. 4)    | Kobra - oddział specjalny                | P:-   B:-   L:-   M:-  
2026-09-10 10:09:34 | NOT_FOUND  | TMDB_NO_MA | Widok za miliony: odc.7                  | Widok za miliony                         | P:-   B:-   L:-   M:-  
2026-09-10 10:09:34 | NOT_FOUND  | TMDB_NO_MA | Sposób na zamek 6: odc.7                 | Sposób na zamek                          | P:-   B:-   L:-   M:-  
2026-09-10 10:09:34 | NOT_FOUND  | TMDB_NO_MA | Detektyw Murdoch 12 (odc. 16)            | Detektyw Murdoch                         | P:-   B:-   L:-   M:-  
2026-09-10 10:09:36 | NOT_FOUND  | TMDB_NO_MA | Marlow: klub zbrodni: odc.1              | Marlow: klub zbrodni                     | P:-   B:-   L:-   M:-  
2026-09-10 10:09:42 | NOT_FOUND  | TMDB_NO_MA | Viola bacia tutti                        | Viola bacia tutti                        | P:-   B:-   L:-   M:-  
2026-09-10 10:09:42 | NOT_FOUND  | TMDB_NO_MA | South Kensington                         | South Kensington                         | P:-   B:-   L:-   M:-  
2026-09-10 10:09:42 | NOT_FOUND  | TMDB_NO_MA | Sapore di te                             | Sapore di te                             | P:-   B:-   L:-   M:-  
2026-09-10 10:09:43 | NOT_FOUND  | ELCIN_NO_M | Wszystkie stworzenia duże i małe: odc.7  | Wszystkie stworzenia duże i małe         | P:-   B:-   L:-   M:-  
2026-09-10 10:09:44 | NOT_FOUND  | TMDB_NO_MA | Il grande colpo di Surcouf               | Il grande colpo di Surcouf               | P:-   B:-   L:-   M:-  
2026-09-10 10:09:44 | NOT_FOUND  | TMDB_NO_MA | N - Io e Napoleone                       | N - Io e Napoleone                       | P:-   B:-   L:-   M:-  
2026-09-10 10:09:44 | NOT_FOUND  | TMDB_NO_MA | La freccia nella polvere                 | La freccia nella polvere                 | P:-   B:-   L:-   M:-  
2026-09-10 10:09:44 | NOT_FOUND  | TMDB_NO_MA | Un piano perfetto                        | Un piano perfetto                        | P:-   B:-   L:-   M:-  
2026-09-10 10:09:44 | NOT_FOUND  | TMDB_NO_MA | Il cavaliere di Lagardere                | Il cavaliere di Lagardere                | P:-   B:-   L:-   M:-  
2026-09-10 10:09:47 | NOT_FOUND  | TMDB_NO_MA | Noce i dnie: Bogumił i Barbara: odc.1    | Noce i dnie: Bogumił i Barbara           | P:-   B:-   L:-   M:-  
2026-09-10 10:09:47 | NOT_FOUND  | TMDB_NO_MA | Potop 2 (odc. 2)                         | Potop                                    | P:-   B:-   L:-   M:-  
2026-09-10 10:09:52 | NOT_FOUND  | TMDB_NO_MA | Pyszne dania w 10 minut z Julią Oleś 2:  | Pyszne dania w 10 minut z Julią Oleś     | P:-   B:-   L:-   M:-  
2026-09-10 10:09:52 | NOT_FOUND  | TMDB_NO_MA | Robert Makłowicz: Dalmacja - Dalmatyńska | Robert Makłowicz: Dalmacja - Dalmatyńska | P:-   B:-   L:-   M:-  
2026-09-10 10:09:52 | NOT_FOUND  | TMDB_NO_MA | Górski lekarz: odc.10                    | Górski lekarz                            | P:-   B:-   L:-   M:-  
2026-09-10 10:09:53 | NOT_FOUND  | TMDB_NO_MA | Malibu - Moje marzenie, twoje marzenie 2 | Malibu - Moje marzenie, twoje marzenie   | P:-   B:-   L:-   M:-  
2026-09-10 10:09:53 | NOT_FOUND  | TMDB_NO_MA | Dora Heldt: Ucieczka ciotki Inge         | Dora Heldt: Ucieczka ciotki Inge         | P:-   B:-   L:-   M:-  
2026-09-10 10:09:54 | NOT_FOUND  | TMDB_NO_MA | Käthe i ja 1 (odc. 8)                    | Käthe i ja                               | P:-   B:-   L:-   M:-  
2026-09-10 10:09:54 | NOT_FOUND  | TMDB_NO_MA | Pastorka                                 | Pastorka                                 | P:-   B:-   L:-   M:-  
2026-09-10 10:09:56 | NOT_FOUND  | TMDB_NO_MA | Kabaretowy szał: Kabaret Czesuaf: odc.19 | Kabaretowy szał: Kabaret Czesuaf         | P:-   B:-   L:-   M:-  
2026-09-10 10:09:56 | NOT_FOUND  | TMDB_NO_MA | Kabaretowy szał: Kabret Tey: odc.20      | Kabaretowy szał: Kabret Tey              | P:-   B:-   L:-   M:-  
2026-09-10 10:09:56 | NOT_FOUND  | TMDB_NO_MA | Opowieść o wyspie 1 (odc. 38)            | Opowieść o wyspie                        | P:-   B:-   L:-   M:-  
2026-09-10 10:09:56 | NOT_FOUND  | TMDB_NO_MA | Otchłań namiętności 1 (odc. 161)         | Otchłań namiętności                      | P:-   B:-   L:-   M:-  
2026-09-10 10:09:56 | NOT_FOUND  | TMDB_NO_MA | Miłość w Cabo 1 (odc. 20)                | Miłość w Cabo                            | P:-   B:-   L:-   M:-  
2026-09-10 10:09:56 | NOT_FOUND  | TMDB_NO_MA | Róże i grzechy 1 (odc. 60)               | Róże i grzechy                           | P:-   B:-   L:-   M:-  
2026-09-10 10:10:02 | NOT_FOUND  | TMDB_NO_MA | Wariaci za kierownicą 1 (odc. 2)         | Wariaci za kierownicą                    | P:-   B:-   L:-   M:-  
2026-09-10 10:10:02 | NOT_FOUND  | TMDB_NO_MA | Pokochaj lub sprzedaj Quebec 3: odc.5    | Pokochaj lub sprzedaj Quebec             | P:-   B:-   L:-   M:-  
2026-09-10 10:10:04 | NOT_FOUND  | TMDB_NO_MA | Piekło na Ziemi: odc.6                   | Piekło na Ziemi                          | P:-   B:-   L:-   M:-  
2026-09-10 10:10:04 | NOT_FOUND  | TMDB_NO_MA | Sensacje XX wieku: Tajemnica Heinricha H | Sensacje XX wieku: Tajemnica Heinricha H | P:-   B:-   L:-   M:-  
2026-09-10 10:10:05 | NOT_FOUND  | TMDB_NO_MA | Świat według Kiepskich: Bezpieczeństwo i | Świat według Kiepskich: Bezpieczeństwo i | P:-   B:-   L:-   M:-  
2026-09-10 10:10:07 | NOT_FOUND  | TMDB_NO_MA | Świat według Bundych: odc.5              | Świat według Bundych                     | P:-   B:-   L:-   M:-  
2026-09-10 10:10:27 | NOT_FOUND  | TMDB_NO_MA | Malanowski i partnerzy: odc.430          | Malanowski i partnerzy                   | P:-   B:-   L:-   M:-  
2026-09-10 10:10:30 | NOT_FOUND  | TMDB_NO_MA | Oszukane 1 (odc. 5)                      | Oszukane                                 | P:-   B:-   L:-   M:-  
2026-09-10 10:10:31 | NOT_FOUND  | TMDB_NO_MA | Wojny kontenerowe 1 (odc. 15)            | Wojny kontenerowe                        | P:-   B:-   L:-   M:-  
2026-09-10 10:10:34 | NOT_FOUND  | TMDB_NO_MA | Zaklinaczka duchów 5 (odc. 3)            | Zaklinaczka duchów                       | P:-   B:-   L:-   M:-  
2026-09-10 10:10:34 | NOT_FOUND  | TMDB_NO_MA | Nie igraj z aniołem 1 (odc. 158)         | Nie igraj z aniołem                      | P:-   B:-   L:-   M:-  
2026-09-10 10:10:36 | NOT_FOUND  | TMDB_NO_MA | Tomek i przyjaciele: Naprzód lokomotywy! | Tomek i przyjaciele: Naprzód lokomotywy! | P:-   B:-   L:-   M:-  
2026-09-10 10:10:43 | NOT_FOUND  | TMDB_NO_MA | Na sygnale: Ustawka                      | Na sygnale: Ustawka                      | P:-   B:-   L:-   M:-  
2026-09-10 10:10:43 | NOT_FOUND  | TMDB_NO_MA | Na sygnale: Detoks                       | Na sygnale: Detoks                       | P:-   B:-   L:-   M:-  
2026-09-10 10:10:51 | NOT_FOUND  | TMDB_NO_MA | Panna młoda: odc.193                     | Panna młoda                              | P:-   B:-   L:-   M:-  
2026-09-10 10:10:53 | NOT_FOUND  | TMDB_NO_MA | Całkiem niezła historia: Powrót do domu  | Całkiem niezła historia: Powrót do domu  | P:-   B:-   L:-   M:-  
2026-09-10 10:10:53 | NOT_FOUND  | TMDB_NO_MA | Portfel Kowalskiego                      | Portfel Kowalskiego                      | P:-   B:-   L:-   M:-  
2026-09-10 10:10:53 | NOT_FOUND  | TMDB_NO_MA | Złoty chłopak                            | Złoty chłopak                            | P:-   B:-   L:-   M:-  
2026-09-10 10:10:53 | NOT_FOUND  | TMDB_NO_MA | Gwiazdorska kuchnia Ani 4 (odc. 5)       | Gwiazdorska kuchnia Ani                  | P:-   B:-   L:-   M:-  
2026-09-10 10:10:53 | NOT_FOUND  | TMDB_NO_MA | Turystyczna jazda                        | Turystyczna jazda                        | P:-   B:-   L:-   M:-  
2026-09-10 10:10:57 | NOT_FOUND  | TMDB_NO_MA | Zapukaj do moich drzwi: odc.84           | Zapukaj do moich drzwi                   | P:-   B:-   L:-   M:-  
2026-09-10 10:10:58 | NOT_FOUND  | ELCIN_NO_M | Jedzenie ma znaczenie: odc.26            | Jedzenie ma znaczenie                    | P:-   B:-   L:-   M:-  
2026-09-10 10:10:59 | NOT_FOUND  | TMDB_NO_MA | Fani czterech kółek 18: odc.4            | Fani czterech kółek                      | P:-   B:-   L:-   M:-  
2026-09-10 10:11:01 | NOT_FOUND  | TMDB_NO_MA | Forum                                    | Forum                                    | P:-   B:-   L:-   M:-  
2026-09-10 10:11:01 | NOT_FOUND  | TMDB_NO_MA | Mini Chuchi, dini Chuchi                 | Mini Chuchi, dini Chuchi                 | P:-   B:-   L:-   M:-  
2026-09-10 10:11:02 | NOT_FOUND  | TMDB_NO_MA | 3 auf zwei                               | 3 auf zwei                               | P:-   B:-   L:-   M:-  
2026-09-10 10:11:02 | NOT_FOUND  | TMDB_NO_MA | Wissen@SRF                               | Wissen@SRF                               | P:-   B:-   L:-   M:-  
2026-09-10 10:11:04 | NOT_FOUND  | TMDB_NO_MA | Bienvenue chez les Mouche                | Bienvenue chez les Mouche                | P:-   B:-   L:-   M:-  
2026-09-10 10:11:04 | NOT_FOUND  | TMDB_NO_MA | Quel temps fait-il ?                     | Quel temps fait-il?                      | P:-   B:-   L:-   M:-  
2026-09-10 10:11:06 | NOT_FOUND  | ELCIN_NO_M | SRF bi de Lüt                            | SRF bi de Lüt                            | P:-   B:-   L:-   M:-  
2026-09-10 10:11:07 | NOT_FOUND  | TMDB_NO_MA | La grande prateria                       | La grande prateria                       | P:-   B:-   L:-   M:-  
2026-09-10 10:11:07 | NOT_FOUND  | TMDB_NO_MA | Guardia Costiera - I due rivali          | Guardia Costiera - I due rivali          | P:-   B:-   L:-   M:-  
2026-09-10 10:11:07 | NOT_FOUND  | TMDB_NO_MA | Walker, Texas Ranger - Bassifondi        | Walker, Texas Ranger - Bassifondi        | P:-   B:-   L:-   M:-  
2026-09-10 10:11:07 | NOT_FOUND  | TMDB_NO_MA | Seaside Hotel - Bufera in arrivo         | Seaside Hotel - Bufera in arrivo         | P:-   B:-   L:-   M:-  
2026-09-10 10:11:07 | NOT_FOUND  | TMDB_NO_MA | Friends - Lezioni di francese            | Friends - Lezioni di francese            | P:-   B:-   L:-   M:-  
2026-09-10 10:11:09 | NOT_FOUND  | TMDB_NO_MA | Millevoci in TV                          | Millevoci in TV                          | P:-   B:-   L:-   M:-  
2026-09-10 10:11:09 | NOT_FOUND  | TMDB_NO_MA | Controcorrente in TV                     | Controcorrente in TV                     | P:-   B:-   L:-   M:-  
2026-09-10 10:11:09 | NOT_FOUND  | TMDB_NO_MA | Casa Svizzera                            | Casa Svizzera                            | P:-   B:-   L:-   M:-  
2026-09-10 10:11:09 | NOT_FOUND  | TMDB_NO_MA | Calcio: Champions League 2026/2027 - Liv | Calcio: Champions League/ 2027 - Liverpo | P:-   B:-   L:-   M:-  
2026-09-10 10:11:09 | NOT_FOUND  | TMDB_NO_MA | Siamo tutti fuori                        | Siamo tutti fuori                        | P:-   B:-   L:-   M:-  
2026-09-10 10:11:10 | NOT_FOUND  | TMDB_NO_MA | Alors on sort ?                          | Alors on sort?                           | P:-   B:-   L:-   M:-  
2026-09-10 10:11:12 | NOT_FOUND  | TMDB_NO_MA | Quoi ? Quand ? Où ?                      | Quoi? Quand? Où?                         | P:-   B:-   L:-   M:-  
2026-09-10 10:11:12 | NOT_FOUND  | TMDB_NO_MA | Le Clan Delon - L'impossible héritage    | Le Clan Delon - L'impossible héritage    | P:-   B:-   L:-   M:-  
2026-09-10 10:11:14 | NOT_FOUND  | TMDB_NO_MA | Dans les coulisses de "Vigilante"        | Dans les coulisses de "Vigilante"        | P:-   B:-   L:-   M:-  
2026-09-10 10:11:14 | NOT_FOUND  | TMDB_NO_MA | Coûte que coûte, c'est notre argent      | Coûte que coûte, c'est notre argent      | P:-   B:-   L:-   M:-  
2026-09-10 10:11:17 | NOT_FOUND  | TMDB_NO_MA | Dans votre canap' VIP                    | Dans votre canap' VIP                    | P:-   B:-   L:-   M:-  
2026-09-10 10:11:20 | NOT_FOUND  | TMDB_NO_MA | Ore 11                                   | Ore 11                                   | P:-   B:-   L:-   M:-  
2026-09-10 10:11:20 | NOT_FOUND  | TMDB_NO_MA | Segreti di famiglia                      | Segreti di famiglia                      | P:-   B:-   L:-   M:-  
2026-09-10 10:11:22 | NOT_FOUND  | TMDB_NO_MA | X-style festival del cinema di venezia   | X-style festival del cinema di venezia   | P:-   B:-   L:-   M:-  
2026-09-10 10:11:31 | NOT_FOUND  | TMDB_NO_MA | Storie italiane                          | Storie italiane                          | P:-   B:-   L:-   M:-  
2026-09-10 10:11:31 | NOT_FOUND  | TMDB_NO_MA | UnoMattina                               | UnoMattina                               | P:-   B:-   L:-   M:-  
2026-09-10 10:11:33 | NOT_FOUND  | TMDB_NO_MA | I casi della giovane Miss Fisher Vivi e  | I casi della giovane Miss Fisher Vivi e  | P:-   B:-   L:-   M:-  
2026-09-10 10:11:33 | NOT_FOUND  | TMDB_NO_MA | TG Sport Giorno                          | TG Sport Giorno                          | P:-   B:-   L:-   M:-  
2026-09-10 10:11:33 | NOT_FOUND  | TMDB_NO_MA | La Nave dei Sogni Hudson Valley          | La Nave dei Sogni Hudson Valley          | P:-   B:-   L:-   M:-  
2026-09-10 10:11:43 | NOT_FOUND  | TMDB_NO_MA | Fast Forward VII ep.9                    | Fast Forward VII                         | P:-   B:-   L:-   M:-  
2026-09-10 10:11:43 | NOT_FOUND  | TMDB_NO_MA | Senza Traccia II ep.4                    | Senza Traccia II                         | P:-   B:-   L:-   M:-  
2026-09-10 10:12:05 | NOT_FOUND  | TMDB_NO_MA | La minute des Maternelles                | La minute des Maternelles                | P:-   B:-   L:-   M:-  
2026-09-10 10:12:06 | NOT_FOUND  | TMDB_NO_MA | ICI dans votre région                    | ICI dans votre région                    | P:-   B:-   L:-   M:-  
2026-09-10 10:12:06 | NOT_FOUND  | TMDB_NO_MA | Escales en France                        | Escales en France                        | P:-   B:-   L:-   M:-  
2026-09-10 10:12:06 | NOT_FOUND  | TMDB_NO_MA | C'est succulent !                        | C'est succulent!                         | P:-   B:-   L:-   M:-  
2026-09-10 10:12:14 | NOT_FOUND  | TMDB_NO_MA | Oscar & Malika toujours en retard 3 (odc | Oscar& Malika toujours en retard         | P:-   B:-   L:-   M:-  
2026-09-10 10:12:20 | NOT_FOUND  | TMDB_NO_MA | Expression directe                       | Expression directe                       | P:-   B:-   L:-   M:-  
2026-09-10 10:12:20 | NOT_FOUND  | TMDB_NO_MA | Sale temps pour la planete: Périgord, pa | Sale temps pour la planete: Périgord, pa | P:-   B:-   L:-   M:-  
2026-09-10 10:12:25 | NOT_FOUND  | TMDB_NO_MA | Trophées du monde                        | Trophées du monde                        | P:-   B:-   L:-   M:-  
2026-09-10 10:12:30 | NOT_FOUND  | TMDB_NO_MA | Inside Surfing                           | Inside Surfing                           | P:-   B:-   L:-   M:-  
2026-09-10 10:12:30 | NOT_FOUND  | TMDB_NO_MA | Arnaud de Rosnay, au-delà du défi        | Arnaud de Rosnay, au-delà du défi        | P:-   B:-   L:-   M:-  
2026-09-10 10:12:30 | NOT_FOUND  | TMDB_NO_MA | Tombée du ciel                           | Tombée du ciel                           | P:-   B:-   L:-   M:-  
2026-09-10 10:12:32 | NOT_FOUND  | TMDB_NO_MA | Bradley Walsh : les codes cosmiques d'Eg | Bradley Walsh: les codes cosmiques d'Egy | P:-   B:-   L:-   M:-  
2026-09-10 10:12:34 | NOT_FOUND  | TMDB_NO_MA | Les derniers secrets du serpent          | Les derniers secrets du serpent          | P:-   B:-   L:-   M:-  
2026-09-10 10:12:34 | NOT_FOUND  | TMDB_NO_MA | Meurtres sur ordonnance                  | Meurtres sur ordonnance                  | P:-   B:-   L:-   M:-  
2026-09-10 10:12:36 | NOT_FOUND  | TMDB_NO_MA | Réparer la nature                        | Réparer la nature                        | P:-   B:-   L:-   M:-  
2026-09-10 10:12:36 | NOT_FOUND  | TMDB_NO_MA | Quand la nature se déchaîne              | Quand la nature se déchaîne              | P:-   B:-   L:-   M:-  
2026-09-10 10:12:36 | NOT_FOUND  | TMDB_NO_MA | Les nouveaux pionniers de l'espace       | Les nouveaux pionniers de l'espace       | P:-   B:-   L:-   M:-  
2026-09-10 10:12:36 | NOT_FOUND  | TMDB_NO_MA | La nature se déchaîne                    | La nature se déchaîne                    | P:-   B:-   L:-   M:-  
2026-09-10 10:12:43 | NOT_FOUND  | TMDB_NO_MA | High Side : Le Meilleur                  | High Side: Le Meilleur                   | P:-   B:-   L:-   M:-  
2026-09-10 10:12:43 | NOT_FOUND  | TMDB_NO_MA | Kevin Hart & Cie : passion customs       | Kevin Hart& Cie: passion customs         | P:-   B:-   L:-   M:-  
2026-09-10 10:12:51 | NOT_FOUND  | TMDB_NO_MA | Holly e Benji Forever                    | Holly e Benji Forever                    | P:-   B:-   L:-   M:-  
2026-09-10 10:13:06 | NOT_FOUND  | TMDB_NO_MA | Poszukiwacze domów: raj na własność 1 (o | Poszukiwacze domów: raj na własność      | P:-   B:-   L:-   M:-  
2026-09-10 10:13:06 | NOT_FOUND  | TMDB_NO_MA | Remontujemy dom na plaży 11 (odc. 4)     | Remontujemy dom na plaży                 | P:-   B:-   L:-   M:-  
2026-09-10 10:13:06 | NOT_FOUND  | TMDB_NO_MA | Kamera, akcja, wpadka! 1 (odc. 13)       | Kamera, akcja, wpadka!                   | P:-   B:-   L:-   M:-  
2026-09-10 10:13:09 | NOT_FOUND  | TMDB_NO_MA | Prove sepolte - le avventure dell'archeo | Prove sepolte - le avventure dell'archeo | P:-   B:-   L:-   M:-  
2026-09-10 10:13:09 | NOT_FOUND  | TMDB_NO_MA | Planet Earth III - Le meraviglie della n | Planet Earth III - Le meraviglie della n | P:-   B:-   L:-   M:-  
2026-09-10 10:13:28 | NOT_FOUND  | TMDB_NO_MA | Che Dio ci aiuti - Innocenti bugie ep.2  | Che Dio ci aiuti - Innocenti bugie       | P:-   B:-   L:-   M:-  
2026-09-10 10:13:31 | NOT_FOUND  | TMDB_NO_MA | Passato e presente L'appeasement. L'illu | Passato e presente L'appeasement. L'illu | P:-   B:-   L:-   M:-  
2026-09-10 10:13:31 | NOT_FOUND  | TMDB_NO_MA | Porto Azzurro Un carcere sotto sequestro | Porto Azzurro Un carcere sotto sequestro | P:-   B:-   L:-   M:-  
2026-09-10 10:13:31 | NOT_FOUND  | TMDB_NO_MA | Il giorno e la storia                    | Il giorno e la storia                    | P:-   B:-   L:-   M:-  
2026-09-10 10:13:31 | NOT_FOUND  | TMDB_NO_MA | L'Italia della Repubblica Gli anni di Cr | L'Italia della Repubblica Gli anni di Cr | P:-   B:-   L:-   M:-  
2026-09-10 10:13:32 | NOT_FOUND  | TMDB_NO_MA | American Genius Wright VS Curtiss - Avia | American Genius Wright VS Curtiss - Avia | P:-   B:-   L:-   M:-  
2026-09-10 10:13:32 | NOT_FOUND  | TMDB_NO_MA | Memex Memex Doc - Vita da Ricercatore (p | Memex Memex Doc - Vita da Ricercatore (p | P:-   B:-   L:-   M:-  
2026-09-10 10:13:32 | NOT_FOUND  | TMDB_NO_MA | I segreti delle rocce Argilla la roccia  | I segreti delle rocce Argilla la roccia  | P:-   B:-   L:-   M:-  
2026-09-10 10:13:32 | NOT_FOUND  | TMDB_NO_MA | Progetto Scienza 2022 Newton pt.14 - Que | Progetto Scienza Newton                  | P:-   B:-   L:-   M:-  
2026-09-10 10:13:36 | NOT_FOUND  | TMDB_NO_MA | GR 2                                     | GR 2                                     | P:-   B:-   L:-   M:-  
2026-09-10 10:13:36 | NOT_FOUND  | TMDB_NO_MA | RADIO2 SUMMER CLUB                       | RADIO2 SUMMER CLUB                       | P:-   B:-   L:-   M:-  
2026-09-10 10:13:36 | NOT_FOUND  | TMDB_NO_MA | SPETTINATI                               | SPETTINATI                               | P:-   B:-   L:-   M:-  
2026-09-10 10:13:39 | NOT_FOUND  | ELCIN_NO_M | RADIO2 VADO AL MASSIMO                   | RADIO2 VADO AL MASSIMO                   | P:-   B:-   L:-   M:-  
2026-09-10 10:13:57 | NOT_FOUND  | TMDB_NO_MA | Ndarja                                   | Ndarja                                   | P:-   B:-   L:-   M:-  
2026-09-10 10:13:57 | NOT_FOUND  | TMDB_NO_MA | Agjenti 007: Bota nuk mjafton            | Agjenti 007: Bota nuk mjafton            | P:-   B:-   L:-   M:-  
2026-09-10 10:13:57 | NOT_FOUND  | TMDB_NO_MA | Një zgjim i lavdishëm                    | Një zgjim i lavdishëm                    | P:-   B:-   L:-   M:-  
2026-09-10 10:13:57 | NOT_FOUND  | TMDB_NO_MA | Rojtarët e Galaktikës 3                  | Rojtarët e Galaktikës 3                  | P:-   B:-   L:-   M:-  
2026-09-10 10:13:57 | NOT_FOUND  | TMDB_NO_MA | Hakmarrësit                              | Hakmarrësit                              | P:-   B:-   L:-   M:-  
2026-09-10 10:13:59 | NOT_FOUND  | TMDB_NO_MA | Mbi trupin tënd                          | Mbi trupin tënd                          | P:-   B:-   L:-   M:-  
2026-09-10 10:13:59 | NOT_FOUND  | TMDB_NO_MA | Ti, Unë dhe Toskana                      | Ti, Unë dhe Toskana                      | P:-   B:-   L:-   M:-  
2026-09-10 10:13:59 | NOT_FOUND  | TMDB_NO_MA | Majk, Nik, Nik dhe Elis                  | Majk, Nik, Nik dhe Elis                  | P:-   B:-   L:-   M:-  
2026-09-10 10:13:59 | NOT_FOUND  | TMDB_NO_MA | Të Bukura dhe Vdekjeprurëse              | Të Bukura dhe Vdekjeprurëse              | P:-   B:-   L:-   M:-  
2026-09-10 10:14:03 | NOT_FOUND  | TMDB_NO_MA | Merr dhe lër                             | Merr dhe lër                             | P:-   B:-   L:-   M:-  
2026-09-10 10:14:03 | NOT_FOUND  | TMDB_NO_MA | Mbreti Majmun 2                          | Mbreti Majmun 2                          | P:-   B:-   L:-   M:-  
2026-09-10 10:14:03 | NOT_FOUND  | TMDB_NO_MA | Drakula: Historia e patreguar            | Drakula: Historia e patreguar            | P:-   B:-   L:-   M:-  
